Middle-aged, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Young, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,Part-time, United-States, <=50K
Old, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, >50K
Old, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, China, >50K
Middle-aged, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Old, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,Too-much, United-States, >50K
Young, Private, HS-grad, Never-married, Sales, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,Too-much, United-States, <=50K
Senior, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,Full-time, India, >50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,Too-much, United-States, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Over-time, United-States, <=50K
Senior, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,Full-time, China, <=50K
Senior, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, 9th, Never-married, Sales, Not-in-family, White, Female,Over-time, United-States, <=50K
Senior, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 10th, Never-married, Other-service, Own-child, Black, Female,Full-time, United-States, <=50K
Senior, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Male,Full-time, Trinadad&Tobago, <=50K
Middle-aged, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,Over-time, United-States, <=50K
Senior, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,Full-time, United-States, <=50K
Senior, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-AF-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,Full-time, Cuba, <=50K
Middle-aged, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, 1st-4th, Never-married, Other-service, Other-relative, White, Female,Full-time, Guatemala, <=50K
Senior, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Too-much, Canada, <=50K
Young, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,Full-time, United-States, <=50K
Old, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,Full-time, United-States, <=50K
Senior, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Too-much, United-States, >50K
Young, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, >50K
Young, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Transport-moving, Other-relative, Other, Male,Full-time, Dominican-Republic, <=50K
Senior, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,Full-time, United-States, >50K
Old, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,Too-much, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Full-time, United-States, >50K
Senior, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Over-time, United-States, >50K
Senior, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Old, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,Full-time, United-States, <=50K
Senior, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Self-emp-inc, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,Full-time, Vietnam, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,Full-time, United-States, >50K
Senior, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Old, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Sales, Unmarried, White, Female,Part-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Too-much, United-States, <=50K
Middle-aged, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, >50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Over-time, United-States, <=50K
Senior, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,Over-time, United-States, >50K
Senior, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,Full-time, Taiwan, >50K
Young, Private, 11th, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
